2021-12-26,9
2022-01-02,13
2022-01-09,13
2022-01-16,17
2022-01-23,16
2022-01-30,15
2022-02-06,28
2022-02-13,15
2022-02-20,13
2022-02-27,14
2022-03-06,20
2022-03-13,14
2022-03-20,15
2022-03-27,15
2022-04-03,15
2022-04-10,14
2022-04-17,17
2022-04-24,42
2022-05-01,29
2022-05-08,61
2022-05-15,43
2022-05-22,41
2022-05-29,32
2022-06-05,36
2022-06-12,69
2022-06-19,50
2022-06-26,45
2022-07-03,38
2022-07-10,51
2022-07-17,57
2022-07-24,47
2022-07-31,95
2022-08-07,58
2022-08-14,50
2022-08-21,51
2022-08-28,43
2022-09-04,31
2022-09-11,45
2022-09-18,43
2022-09-25,37
2022-10-02,43
2022-10-09,57
2022-10-16,57
2022-10-23,60
2022-10-30,48
2022-11-06,31
2022-11-13,32
2022-11-20,81
2022-11-27,100
2022-12-04,95
2022-12-11,68
2022-12-18,36
