2021-12-26,6
2022-01-02,12
2022-01-09,7
2022-01-16,14
2022-01-23,17
2022-01-30,14
2022-02-06,15
2022-02-13,20
2022-02-20,20
2022-02-27,14
2022-03-06,16
2022-03-13,16
2022-03-20,18
2022-03-27,100
2022-04-03,66
2022-04-10,43
2022-04-17,39
2022-04-24,43
2022-05-01,25
2022-05-08,36
2022-05-15,31
2022-05-22,27
2022-05-29,22
2022-06-05,23
2022-06-12,25
2022-06-19,17
2022-06-26,14
2022-07-03,14
2022-07-10,12
2022-07-17,12
2022-07-24,10
2022-07-31,14
2022-08-07,10
2022-08-14,10
2022-08-21,9
2022-08-28,10
2022-09-04,8
2022-09-11,11
2022-09-18,7
2022-09-25,11
2022-10-02,8
2022-10-09,6
2022-10-16,6
2022-10-23,7
2022-10-30,5
2022-11-06,5
2022-11-13,7
2022-11-20,6
2022-11-27,7
2022-12-04,9
2022-12-11,9
2022-12-18,6
